window,contrast,js_nats,argmax_changed,saved_token_logp_change,altered_entropy_nats
grill,source_h0,0.6807431578636169,True,-6.002495288848877,0.029590511694550514
grill,source_h1,0.6807431578636169,True,-6.002495288848877,0.029590511694550514
grill,history_s0,1.5927403396176487e-08,False,0.0,0.012202034704387188
grill,history_s1,8.36169355977745e-09,False,0.0,0.029590511694550514
onion,source_h0,0.6901943683624268,True,-7.872769832611084,0.013566925190389156
onion,source_h1,0.6892714500427246,True,-8.2513427734375,0.027907278388738632
onion,history_s0,0.00013306575419846922,False,0.0010860816109925508,0.020487718284130096
onion,history_s1,0.0005727158859372139,False,-0.3774867057800293,0.027907278388738632
