step,layer,hops,path_mass,route_divergence,relation_residual,relation_shuffled,relation_coverage,sources
0,0,1,0.4509611,,,,0.0,"[[499, "".\n\n"", 0.028386227786540985], [401, "","", 0.007873065769672394], [496, "" and"", 0.0071326978504657745]]"
1,0,1,0.46389914,,,,0.0,"[[499, "".\n\n"", 0.010865885764360428], [496, "" and"", 0.007459312677383423], [401, "","", 0.005415238440036774]]"
2,0,1,0.39719373,,0.14925943315029144,0.22572684288024902,1.0,"[[499, "".\n\n"", 0.008702220395207405], [496, "" and"", 0.007423589006066322], [492, "" of"", 0.005709638819098473]]"
3,0,1,0.42186272,,0.04425324499607086,0.1160561665892601,1.0,"[[499, "".\n\n"", 0.010303320363163948], [401, "","", 0.009419193491339684], [496, "" and"", 0.006799954921007156]]"
4,0,1,0.42091012,,0.01156067755073309,0.04601621255278587,1.0,"[[499, "".\n\n"", 0.009515291079878807], [496, "" and"", 0.0071925632655620575], [492, "" of"", 0.005728492513298988]]"
5,0,1,0.43185055,,0.009031995199620724,0.04220110923051834,1.0,"[[499, "".\n\n"", 0.010020734742283821], [496, "" and"", 0.006740359589457512], [401, "","", 0.005749592557549477]]"
6,0,1,0.4477471,,0.024521520361304283,0.0789870098233223,1.0,"[[499, "".\n\n"", 0.009738277643918991], [268, "","", 0.009699970483779907], [496, "" and"", 0.007166752591729164]]"
7,0,1,0.3861866,,0.0038815224543213844,0.06059833988547325,1.0,"[[499, "".\n\n"", 0.009345939382910728], [496, "" and"", 0.007656203582882881], [401, "","", 0.005302660167217255]]"
8,0,1,0.38042492,,0.024283671751618385,0.09009531885385513,1.0,"[[499, "".\n\n"", 0.010838907212018967], [496, "" and"", 0.006786957383155823], [418, ""’t"", 0.004527712240815163]]"
9,0,1,0.3864465,,0.046150561422109604,0.1222367063164711,1.0,"[[499, "".\n\n"", 0.009067624807357788], [496, "" and"", 0.007811093702912331], [170, "","", 0.006112037226557732]]"
10,0,1,0.3874432,,0.0011079292744398117,0.03431148827075958,1.0,"[[499, "".\n\n"", 0.010406974703073502], [496, "" and"", 0.006850942969322205], [401, "","", 0.005141541361808777]]"
11,0,1,0.4041267,,0.002634065691381693,0.03861501067876816,1.0,"[[499, "".\n\n"", 0.011046770960092545], [496, "" and"", 0.00660320371389389], [483, ""."", 0.00519280880689621]]"
12,0,1,0.36699995,,0.03712012618780136,0.10740437358617783,1.0,"[[499, "".\n\n"", 0.0064120907336473465], [496, "" and"", 0.006238654255867004], [401, "","", 0.005425281822681427]]"
13,0,1,0.3875193,,0.031012512743473053,0.10090741515159607,1.0,"[[499, "".\n\n"", 0.008042531087994576], [496, "" and"", 0.0057228077203035355], [401, "","", 0.0055814459919929504]]"
14,0,1,0.34899655,,0.024577969685196877,0.08888845145702362,1.0,"[[401, "","", 0.0054967813193798065], [496, "" and"", 0.0053525324910879135], [499, "".\n\n"", 0.0049144309014081955]]"
15,0,1,0.39488068,,0.0,0.008161716163158417,1.0,"[[499, "".\n\n"", 0.006732365116477013], [401, "","", 0.006017258390784264], [343, "","", 0.0051333121955394745]]"
16,0,1,0.41266853,,0.0,0.0023498598020523787,1.0,"[[499, "".\n\n"", 0.0068043917417526245], [401, "","", 0.005535127595067024], [496, "" and"", 0.0054907724261283875]]"
17,0,1,0.3619923,,0.02227979525923729,0.05353234335780144,1.0,"[[401, "","", 0.005955040454864502], [343, "","", 0.005711430683732033], [496, "" and"", 0.005548402667045593]]"
18,0,1,0.36521652,,0.00923372432589531,0.04846210777759552,1.0,"[[499, "".\n\n"", 0.016406793147325516], [349, "".\n\n"", 0.0054937563836574554], [496, "" and"", 0.005120070651173592]]"
19,0,1,0.3392275,,0.03182969242334366,0.08053872734308243,1.0,"[[499, "".\n\n"", 0.006282065063714981], [496, "" and"", 0.005476351827383041], [401, "","", 0.0053664520382881165]]"
20,0,1,0.4036892,,0.08774302154779434,0.16663943231105804,1.0,"[[499, "".\n\n"", 0.01304602436721325], [96, "","", 0.00798245519399643], [401, "","", 0.0062794871628284454]]"
21,0,1,0.39463243,,0.0030277357436716557,0.00864814780652523,1.0,"[[499, "".\n\n"", 0.007675960659980774], [496, "" and"", 0.005865354090929031], [401, "","", 0.005854189395904541]]"
22,0,1,0.3631609,,0.024321814998984337,0.052350547164678574,1.0,"[[499, "".\n\n"", 0.007359670475125313], [401, "","", 0.006131036207079887], [343, "","", 0.005396215245127678]]"
23,0,1,0.3742771,,0.035158004611730576,0.07856497913599014,1.0,"[[401, "","", 0.007234454154968262], [499, "".\n\n"", 0.0060205478221178055], [496, "" and"", 0.005475781857967377]]"
24,0,1,0.3936124,,0.006128524895757437,0.0137419942766428,1.0,"[[401, "","", 0.006433330476284027], [499, "".\n\n"", 0.006352575495839119], [483, ""."", 0.005356373265385628]]"
25,0,1,0.3498795,,0.00030319043435156345,0.017220765352249146,1.0,"[[499, "".\n\n"", 0.006059465929865837], [401, "","", 0.005423644557595253], [256, "","", 0.004914997145533562]]"
26,0,1,0.3640151,,0.0004016658931504935,0.022707680240273476,1.0,"[[499, "".\n\n"", 0.006294922903180122], [401, "","", 0.00586513988673687], [343, "","", 0.005324844270944595]]"
27,0,1,0.35457355,,0.011043522506952286,0.056145958602428436,1.0,"[[401, "","", 0.005732297897338867], [496, "" and"", 0.005056874826550484], [499, "".\n\n"", 0.004922958090901375]]"
