step,layer,hops,path_mass,route_divergence,relation_residual,relation_shuffled,relation_coverage,sources
0,0,1,0.3398487,,,,0.0,"[[258, "".\n\n"", 0.02775445580482483], [231, "","", 0.01001134142279625], [204, "","", 0.009836658835411072]]"
1,0,1,0.3264492,,,,0.0,"[[249, "","", 0.01311694085597992], [258, "".\n\n"", 0.011933261528611183], [254, "","", 0.011386901140213013]]"
2,0,1,0.28019583,,0.10986453294754028,0.20162494480609894,1.0,"[[249, "","", 0.012239933013916016], [237, "","", 0.009951874613761902], [254, "","", 0.00994516909122467]]"
3,0,1,0.299745,,0.014319615438580513,0.09489551186561584,1.0,"[[154, "","", 0.012047681957483292], [249, "","", 0.01203233003616333], [254, "","", 0.01197977364063263]]"
4,0,1,0.30151057,,0.0,0.03455717861652374,1.0,"[[249, "","", 0.012375414371490479], [254, "","", 0.011539280414581299], [258, "".\n\n"", 0.010352646932005882]]"
5,0,1,0.3062344,,0.0,0.01596536673605442,1.0,"[[254, "","", 0.01170336827635765], [249, "","", 0.01142137497663498], [258, "".\n\n"", 0.0106841791421175]]"
6,0,1,0.3203718,,0.010324130766093731,0.06945491582155228,1.0,"[[249, "","", 0.013908982276916504], [254, "","", 0.013418078422546387], [237, "","", 0.011985212564468384]]"
7,0,1,0.26853564,,0.000732536893337965,0.025140807032585144,1.0,"[[254, "","", 0.01147054135799408], [231, "","", 0.01043526828289032], [258, "".\n\n"", 0.01006242074072361]]"
8,0,1,0.2550523,,0.013581556268036366,0.08371873199939728,1.0,"[[258, "".\n\n"", 0.011800045147538185], [254, "","", 0.00952938199043274], [231, "","", 0.008759945631027222]]"
9,0,1,0.26330432,,0.03317294269800186,0.11840475350618362,1.0,"[[254, "","", 0.010414421558380127], [231, "","", 0.009812474250793457], [258, "".\n\n"", 0.009745299816131592]]"
10,0,1,0.2629076,,0.0,0.026380039751529694,1.0,"[[258, "".\n\n"", 0.010903958231210709], [254, "","", 0.01059412956237793], [231, "","", 0.009463734924793243]]"
11,0,1,0.27658463,,0.0004471138527151197,0.023515434935688972,1.0,"[[258, "".\n\n"", 0.011951211839914322], [254, "","", 0.010330930352210999], [231, "","", 0.009525926783680916]]"
12,0,1,0.24272376,,0.0558721087872982,0.131496399641037,1.0,"[[237, "","", 0.010072410106658936], [249, "","", 0.009834080934524536], [231, "","", 0.009293731302022934]]"
13,0,1,0.25891635,,0.08343207836151123,0.17389081418514252,1.0,"[[237, "","", 0.01114743947982788], [249, "","", 0.010431766510009766], [231, "","", 0.009639672935009003]]"
14,0,1,0.2636277,,0.018585218116641045,0.055543746799230576,1.0,"[[237, "","", 0.009994015097618103], [249, "","", 0.00911220908164978], [258, "".\n\n"", 0.00893155112862587]]"
15,0,1,0.2571899,,0.007126522250473499,0.052576180547475815,1.0,"[[258, "".\n\n"", 0.017464935779571533], [143, "","", 0.007848940789699554], [249, "","", 0.006216125562787056]]"
16,0,1,0.21382478,,0.03321635350584984,0.09267841279506683,1.0,"[[237, "","", 0.008559372276067734], [254, "","", 0.00795346312224865], [249, "","", 0.007645821198821068]]"
17,0,1,0.30046707,,0.09088540077209473,0.17951536178588867,1.0,"[[258, "".\n\n"", 0.01326814666390419], [254, "","", 0.009999047964811325], [249, "","", 0.009856589138507843]]"
18,0,1,0.22586852,,0.06360761821269989,0.13325835764408112,1.0,"[[258, "".\n\n"", 0.012667829170823097], [254, "","", 0.007512673735618591], [249, "","", 0.007216965779662132]]"
19,0,1,0.26720303,,0.0,0.003338423790410161,1.0,"[[237, "","", 0.011258363723754883], [254, "","", 0.011256873607635498], [249, "","", 0.011183258146047592]]"
20,0,1,0.26516882,,0.0,0.0007190611795522273,1.0,"[[237, "","", 0.011050388216972351], [254, "","", 0.010799156501889229], [231, "","", 0.010432003065943718]]"
21,0,1,0.26975045,,0.0,0.011811740696430206,1.0,"[[254, "","", 0.011335490271449089], [237, "","", 0.010857317596673965], [231, "","", 0.010411061346530914]]"
22,0,1,0.2210566,,0.011125321500003338,0.04665796458721161,1.0,"[[237, "","", 0.010046491399407387], [254, "","", 0.0100022554397583], [231, "","", 0.00990268588066101]]"
23,0,1,0.22273779,,0.07600922882556915,0.12842102348804474,1.0,"[[258, "".\n\n"", 0.012934090569615364], [254, "","", 0.007265899330377579], [237, "","", 0.006530953571200371]]"
24,0,1,0.23363036,,0.028058040887117386,0.07863689213991165,1.0,"[[254, "","", 0.009683720767498016], [249, "","", 0.009388945996761322], [237, "","", 0.008822167292237282]]"
25,0,1,0.2589765,,0.0,0.0035164793953299522,1.0,"[[249, "","", 0.012119341641664505], [254, "","", 0.010236995294690132], [237, "","", 0.009594257920980453]]"
26,0,1,0.24826588,,0.0007815366261638701,0.02183508314192295,1.0,"[[249, "","", 0.011078566312789917], [237, "","", 0.009537925943732262], [254, "","", 0.009355343878269196]]"
27,0,1,0.25325376,,0.0,0.016853203997015953,1.0,"[[249, "","", 0.011468663811683655], [237, "","", 0.01005454733967781], [254, "","", 0.009837707504630089]]"
28,0,1,0.25087392,,0.00194304040633142,0.007339360658079386,1.0,"[[249, "","", 0.010680180042982101], [237, "","", 0.010098278522491455], [254, "","", 0.009987965226173401]]"
29,0,1,0.24436422,,0.0007080858340486884,0.03348798677325249,1.0,"[[254, "","", 0.009897954761981964], [237, "","", 0.009259115904569626], [249, "","", 0.009138289839029312]]"
30,0,1,0.25987342,,0.0006404934101738036,0.006447133608162403,1.0,"[[254, "","", 0.011781902983784676], [249, "","", 0.010342828929424286], [237, "","", 0.010158514603972435]]"
31,0,1,0.21951133,,0.022789884358644485,0.07013574242591858,1.0,"[[254, "","", 0.010652750730514526], [249, "","", 0.00989888608455658], [237, "","", 0.008768856525421143]]"
32,0,1,0.22389647,,0.050791382789611816,0.11278241872787476,1.0,"[[254, "","", 0.009931832551956177], [249, "","", 0.009570658206939697], [237, "","", 0.008775025606155396]]"
33,0,1,0.244914,,7.017575262580067e-05,0.004156544338911772,1.0,"[[254, "","", 0.010741330683231354], [249, "","", 0.009853772819042206], [237, "","", 0.008936796337366104]]"
34,0,1,0.25238836,,0.0009760823450051248,0.00875401496887207,1.0,"[[254, "","", 0.011308953166007996], [249, "","", 0.01072528213262558], [237, "","", 0.009132102131843567]]"
35,0,1,0.24207821,,0.0,0.009055509231984615,1.0,"[[254, "","", 0.010526370257139206], [249, "","", 0.009642120450735092], [237, "","", 0.008334329351782799]]"
36,0,1,0.22842064,,0.0041385842487216,0.0381932370364666,1.0,"[[254, "","", 0.010996818542480469], [249, "","", 0.010730668902397156], [237, "","", 0.008589990437030792]]"
37,0,1,0.22929835,,0.0028693873900920153,0.02182106487452984,1.0,"[[254, "","", 0.010579727590084076], [249, "","", 0.0099932961165905], [237, "","", 0.00885307788848877]]"
38,0,1,0.23624715,,0.0014594451058655977,0.008769729174673557,1.0,"[[254, "","", 0.010314568877220154], [249, "","", 0.010041747242212296], [237, "","", 0.008243173360824585]]"
39,0,1,0.27494824,,0.05259326472878456,0.10581398755311966,1.0,"[[258, "".\n\n"", 0.011159656569361687], [249, "","", 0.010244358330965042], [237, "","", 0.00947665423154831]]"
40,0,1,0.2382232,,0.0019734061788767576,0.0343017652630806,1.0,"[[249, "","", 0.008996982127428055], [254, "","", 0.00839642621576786], [231, "","", 0.00792856514453888]]"
41,0,1,0.22377068,,0.0014190473593771458,0.030142974108457565,1.0,"[[249, "","", 0.009873982518911362], [254, "","", 0.00934196449816227], [231, "","", 0.008569668978452682]]"
42,0,1,0.21720019,,0.027765532955527306,0.06872960925102234,1.0,"[[254, "","", 0.009255221113562584], [249, "","", 0.008891500532627106], [231, "","", 0.0073715560138225555]]"
43,0,1,0.22424048,,0.00021715348702855408,0.028145477175712585,1.0,"[[254, "","", 0.009302150458097458], [249, "","", 0.009192973375320435], [231, "","", 0.008549585938453674]]"
44,0,1,0.21022506,,0.0032819139305502176,0.04202799126505852,1.0,"[[254, "","", 0.00943562388420105], [249, "","", 0.008805081248283386], [231, "","", 0.0086655393242836]]"
45,0,1,0.21624812,,0.025949306786060333,0.05516519770026207,1.0,"[[254, "","", 0.009956138208508492], [231, "","", 0.009454011917114258], [237, "","", 0.008976694196462631]]"
46,0,1,0.22504404,,0.017001207917928696,0.022677108645439148,1.0,"[[254, "","", 0.00998242199420929], [231, "","", 0.008917897939682007], [249, "","", 0.00860387459397316]]"
47,0,1,0.23943081,,0.059982288628816605,0.12226967513561249,1.0,"[[254, "","", 0.011174380779266357], [231, "","", 0.009884707629680634], [237, "","", 0.009228207170963287]]"
48,0,1,0.17910475,,0.00437391409650445,0.0702953189611435,1.0,"[[254, "","", 0.008729249238967896], [249, "","", 0.0077805109322071075], [237, "","", 0.007443159818649292]]"
49,0,1,0.19125962,,0.02795109897851944,0.07863441854715347,1.0,"[[254, "","", 0.0072567760944366455], [249, "","", 0.006988599896430969], [237, "","", 0.006484583020210266]]"
50,0,1,0.19460109,,0.037238165736198425,0.10932079702615738,1.0,"[[254, "","", 0.008316271007061005], [237, "","", 0.007926613092422485], [249, "","", 0.007923886179924011]]"
