step,layer,hops,path_mass,route_divergence,relation_residual,relation_shuffled,relation_coverage,sources
0,0,1,0.3398487,,,,0.0,"[[258, "".\n\n"", 0.02775445580482483], [231, "","", 0.01001134142279625], [204, "","", 0.009836658835411072]]"
1,0,1,0.3264492,,,,0.0,"[[249, "","", 0.01311694085597992], [258, "".\n\n"", 0.011933261528611183], [254, "","", 0.011386901140213013]]"
2,0,1,0.28019583,,0.10986453294754028,0.20162494480609894,1.0,"[[249, "","", 0.012239933013916016], [237, "","", 0.009951874613761902], [254, "","", 0.00994516909122467]]"
3,0,1,0.299745,,0.014319615438580513,0.09489551186561584,1.0,"[[154, "","", 0.012047681957483292], [249, "","", 0.01203233003616333], [254, "","", 0.01197977364063263]]"
4,0,1,0.30151057,,0.0,0.03455717861652374,1.0,"[[249, "","", 0.012375414371490479], [254, "","", 0.011539280414581299], [258, "".\n\n"", 0.010352646932005882]]"
5,0,1,0.3062344,,0.0,0.01596536673605442,1.0,"[[254, "","", 0.01170336827635765], [249, "","", 0.01142137497663498], [258, "".\n\n"", 0.0106841791421175]]"
6,0,1,0.3203718,,0.010324130766093731,0.06945491582155228,1.0,"[[249, "","", 0.013908982276916504], [254, "","", 0.013418078422546387], [237, "","", 0.011985212564468384]]"
7,0,1,0.26853564,,0.000732536893337965,0.025140807032585144,1.0,"[[254, "","", 0.01147054135799408], [231, "","", 0.01043526828289032], [258, "".\n\n"", 0.01006242074072361]]"
8,0,1,0.2550523,,0.013581556268036366,0.08371873199939728,1.0,"[[258, "".\n\n"", 0.011800045147538185], [254, "","", 0.00952938199043274], [231, "","", 0.008759945631027222]]"
9,0,1,0.26330432,,0.03317294269800186,0.11840475350618362,1.0,"[[254, "","", 0.010414421558380127], [231, "","", 0.009812474250793457], [258, "".\n\n"", 0.009745299816131592]]"
10,0,1,0.2629076,,0.0,0.026380039751529694,1.0,"[[258, "".\n\n"", 0.010903958231210709], [254, "","", 0.01059412956237793], [231, "","", 0.009463734924793243]]"
11,0,1,0.27160606,,0.0068534864112734795,0.03315122053027153,1.0,"[[258, "".\n\n"", 0.01142597384750843], [254, "","", 0.010266095399856567], [231, "","", 0.00954754650592804]]"
12,0,1,0.24521846,,0.11638429015874863,0.18176749348640442,1.0,"[[237, "","", 0.010008042678236961], [249, "","", 0.00928451120853424], [231, "","", 0.009175613522529602]]"
13,0,1,0.26618215,,0.0,0.022718418389558792,1.0,"[[237, "","", 0.01180054247379303], [249, "","", 0.010583721101284027], [231, "","", 0.010241013020277023]]"
14,0,1,0.27082574,,0.0,0.0009604861261323094,1.0,"[[237, "","", 0.010724708437919617], [249, "","", 0.009647741913795471], [231, "","", 0.009083092212677002]]"
15,0,1,0.23988897,,0.08587941527366638,0.13899709284305573,1.0,"[[237, "","", 0.009661711752414703], [231, "","", 0.008921824395656586], [254, "","", 0.008652996271848679]]"
16,0,1,0.27035472,,0.0,0.007728997617959976,1.0,"[[237, "","", 0.011085383594036102], [249, "","", 0.010348841547966003], [254, "","", 0.010143987834453583]]"
17,0,1,0.26949906,,0.0010016161249950528,0.022436968982219696,1.0,"[[254, "","", 0.010695256292819977], [249, "","", 0.010478626936674118], [237, "","", 0.010209286585450172]]"
18,0,1,0.25974348,,0.006833052262663841,0.03082370012998581,1.0,"[[258, "".\n\n"", 0.01658114418387413], [249, "","", 0.007160315290093422], [231, "","", 0.006919162347912788]]"
19,0,1,0.2155554,,0.03328605368733406,0.08915608376264572,1.0,"[[237, "","", 0.00848877802491188], [254, "","", 0.008262308314442635], [249, "","", 0.00823790580034256]]"
20,0,1,0.29751363,,0.08241576701402664,0.16279786825180054,1.0,"[[258, "".\n\n"", 0.014261104166507721], [249, "","", 0.010413758456707], [254, "","", 0.009875454008579254]]"
21,0,1,0.26600143,,0.0,0.005624270066618919,1.0,"[[254, "","", 0.010684974491596222], [237, "","", 0.010649144649505615], [231, "","", 0.010116539895534515]]"
22,0,1,0.26247638,,0.0,0.0027288824785500765,1.0,"[[254, "","", 0.011064492166042328], [237, "","", 0.010599641129374504], [231, "","", 0.01058746874332428]]"
23,0,1,0.2358074,,0.07338721305131912,0.13769836723804474,1.0,"[[258, "".\n\n"", 0.008797351270914078], [254, "","", 0.008427694439888], [231, "","", 0.00836515799164772]]"
24,0,1,0.22756356,,0.03624999150633812,0.09709230065345764,1.0,"[[254, "","", 0.009506262838840485], [249, "","", 0.009164832532405853], [237, "","", 0.008669929578900337]]"
25,0,1,0.25062716,,0.013147096149623394,0.020304135978221893,1.0,"[[249, "","", 0.011844899505376816], [254, "","", 0.01005956158041954], [237, "","", 0.009431179612874985]]"
26,0,1,0.24234043,,0.0007058673072606325,0.026093995198607445,1.0,"[[249, "","", 0.0108909010887146], [237, "","", 0.009410012513399124], [254, "","", 0.009228549897670746]]"
27,0,1,0.24831997,,0.0004431983979884535,0.01625356450676918,1.0,"[[249, "","", 0.011289313435554504], [237, "","", 0.009915485978126526], [254, "","", 0.009709134697914124]]"
28,0,1,0.24370405,,0.002001687651500106,0.009680000133812428,1.0,"[[249, "","", 0.01050071232020855], [237, "","", 0.009943870827555656], [254, "","", 0.00984165072441101]]"
29,0,1,0.24050948,,0.005379943642765284,0.040000975131988525,1.0,"[[254, "","", 0.009781062602996826], [237, "","", 0.009170889854431152], [249, "","", 0.009052356705069542]]"
30,0,1,0.25453132,,0.000872584932949394,0.008387143723666668,1.0,"[[254, "","", 0.011692818254232407], [249, "","", 0.010277310386300087], [237, "","", 0.010095302015542984]]"
31,0,1,0.21608081,,0.010946875438094139,0.056219130754470825,1.0,"[[254, "","", 0.010503172874450684], [249, "","", 0.00978386402130127], [237, "","", 0.008667588233947754]]"
32,0,1,0.22026634,,0.03564510866999626,0.09368491172790527,1.0,"[[254, "","", 0.009786516427993774], [249, "","", 0.009442687034606934], [237, "","", 0.008678644895553589]]"
33,0,1,0.24015713,,9.370756743010134e-05,0.006044990383088589,1.0,"[[254, "","", 0.01063615083694458], [249, "","", 0.0097641721367836], [237, "","", 0.008862154558300972]]"
34,0,1,0.24771407,,0.0010674202349036932,0.010934218764305115,1.0,"[[254, "","", 0.011189913377165794], [249, "","", 0.010614866390824318], [237, "","", 0.009058503434062004]]"
35,0,1,0.23781219,,0.0,0.0093427374958992,1.0,"[[254, "","", 0.010412784293293953], [249, "","", 0.009555324912071228], [237, "","", 0.00826268084347248]]"
36,0,1,0.22518682,,0.0036577722057700157,0.03917303308844566,1.0,"[[254, "","", 0.010887563228607178], [249, "","", 0.010656652972102165], [237, "","", 0.008511463180184364]]"
37,0,1,0.22619244,,0.0028236587531864643,0.020772365853190422,1.0,"[[254, "","", 0.010494224727153778], [249, "","", 0.009915996342897415], [237, "","", 0.008781403303146362]]"
38,0,1,0.23263456,,0.0013336378615349531,0.009486605413258076,1.0,"[[254, "","", 0.010227242484688759], [249, "","", 0.009955903515219688], [237, "","", 0.008180934935808182]]"
39,0,1,0.24381338,,0.09884872287511826,0.14248184859752655,1.0,"[[258, "".\n\n"", 0.015371162444353104], [168, "","", 0.009763050824403763], [123, "".\n\n"", 0.008523039519786835]]"
40,0,1,0.18424313,,0.029552308842539787,0.09548196196556091,1.0,"[[249, "","", 0.008535435423254967], [254, "","", 0.007944351062178612], [231, "","", 0.00725933350622654]]"
41,0,1,0.2618604,,0.12042205780744553,0.19715774059295654,1.0,"[[258, "".\n\n"", 0.010744964703917503], [249, "","", 0.010116934776306152], [168, "","", 0.009027615189552307]]"
42,0,1,0.24468952,,0.0011954959481954575,0.006519435439258814,1.0,"[[254, "","", 0.010767355561256409], [249, "","", 0.010702993720769882], [231, "","", 0.008617943152785301]]"
43,0,1,0.22735175,,0.007150782737880945,0.014635785482823849,1.0,"[[254, "","", 0.010647598654031754], [249, "","", 0.010540220886468887], [231, "","", 0.009203454479575157]]"
44,0,1,0.1998356,,0.08569882065057755,0.1533127725124359,1.0,"[[254, "","", 0.008196944370865822], [249, "","", 0.0073354244232177734], [231, "","", 0.006790153682231903]]"
45,0,1,0.19680642,,0.05189640074968338,0.11352487653493881,1.0,"[[254, "","", 0.0086861252784729], [231, "","", 0.008249446749687195], [249, "","", 0.007732182741165161]]"
46,0,1,0.21186481,,0.013085811398923397,0.022332677617669106,1.0,"[[254, "","", 0.009327512234449387], [231, "","", 0.008360419422388077], [237, "","", 0.00833449698984623]]"
47,0,1,0.20542523,,0.01251592393964529,0.03770947456359863,1.0,"[[254, "","", 0.00913192704319954], [249, "","", 0.008083099499344826], [231, "","", 0.00791952759027481]]"
48,0,1,0.21115983,,0.008136388845741749,0.02355717308819294,1.0,"[[254, "","", 0.009351670742034912], [249, "","", 0.008445799350738525], [237, "","", 0.008430913090705872]]"
49,0,1,0.20633979,,0.011378411203622818,0.0195468682795763,1.0,"[[254, "","", 0.009207602590322495], [249, "","", 0.00855160690844059], [237, "","", 0.008351856842637062]]"
50,0,1,0.20707637,,0.02972702495753765,0.06997240334749222,1.0,"[[237, "","", 0.007959410548210144], [254, "","", 0.007882930338382721], [249, "","", 0.007851772010326385]]"
