step,layer,hops,path_mass,route_divergence,relation_residual,relation_shuffled,relation_coverage,sources
0,0,1,0.3398487,,,,0.0,"[[258, "".\n\n"", 0.02775445580482483], [231, "","", 0.01001134142279625], [204, "","", 0.009836658835411072]]"
1,0,1,0.3264492,,,,0.0,"[[249, "","", 0.01311694085597992], [258, "".\n\n"", 0.011933261528611183], [254, "","", 0.011386901140213013]]"
2,0,1,0.28019583,,0.10986453294754028,0.20162494480609894,1.0,"[[249, "","", 0.012239933013916016], [237, "","", 0.009951874613761902], [254, "","", 0.00994516909122467]]"
3,0,1,0.299745,,0.014319615438580513,0.09489551186561584,1.0,"[[154, "","", 0.012047681957483292], [249, "","", 0.01203233003616333], [254, "","", 0.01197977364063263]]"
4,0,1,0.30151057,,0.0,0.03455717861652374,1.0,"[[249, "","", 0.012375414371490479], [254, "","", 0.011539280414581299], [258, "".\n\n"", 0.010352646932005882]]"
5,0,1,0.3062344,,0.0,0.01596536673605442,1.0,"[[254, "","", 0.01170336827635765], [249, "","", 0.01142137497663498], [258, "".\n\n"", 0.0106841791421175]]"
6,0,1,0.3203718,,0.010324130766093731,0.06945491582155228,1.0,"[[249, "","", 0.013908982276916504], [254, "","", 0.013418078422546387], [237, "","", 0.011985212564468384]]"
7,0,1,0.26853564,,0.000732536893337965,0.025140807032585144,1.0,"[[254, "","", 0.01147054135799408], [231, "","", 0.01043526828289032], [258, "".\n\n"", 0.01006242074072361]]"
8,0,1,0.2550523,,0.013581556268036366,0.08371873199939728,1.0,"[[258, "".\n\n"", 0.011800045147538185], [254, "","", 0.00952938199043274], [231, "","", 0.008759945631027222]]"
9,0,1,0.26330432,,0.03317294269800186,0.11840475350618362,1.0,"[[254, "","", 0.010414421558380127], [231, "","", 0.009812474250793457], [258, "".\n\n"", 0.009745299816131592]]"
10,0,1,0.2629076,,0.0,0.026380039751529694,1.0,"[[258, "".\n\n"", 0.010903958231210709], [254, "","", 0.01059412956237793], [231, "","", 0.009463734924793243]]"
11,0,1,0.27160606,,0.0068534864112734795,0.03315122053027153,1.0,"[[258, "".\n\n"", 0.01142597384750843], [254, "","", 0.010266095399856567], [231, "","", 0.00954754650592804]]"
12,0,1,0.24521846,,0.11638429015874863,0.18176749348640442,1.0,"[[237, "","", 0.010008042678236961], [249, "","", 0.00928451120853424], [231, "","", 0.009175613522529602]]"
13,0,1,0.26618215,,0.0,0.022718418389558792,1.0,"[[237, "","", 0.01180054247379303], [249, "","", 0.010583721101284027], [231, "","", 0.010241013020277023]]"
14,0,1,0.27082574,,0.0,0.0009604861261323094,1.0,"[[237, "","", 0.010724708437919617], [249, "","", 0.009647741913795471], [231, "","", 0.009083092212677002]]"
15,0,1,0.23988897,,0.08587941527366638,0.13899709284305573,1.0,"[[237, "","", 0.009661711752414703], [231, "","", 0.008921824395656586], [254, "","", 0.008652996271848679]]"
16,0,1,0.27035472,,0.0,0.007728997617959976,1.0,"[[237, "","", 0.011085383594036102], [249, "","", 0.010348841547966003], [254, "","", 0.010143987834453583]]"
17,0,1,0.26949906,,0.0010016161249950528,0.022436968982219696,1.0,"[[254, "","", 0.010695256292819977], [249, "","", 0.010478626936674118], [237, "","", 0.010209286585450172]]"
18,0,1,0.25974348,,0.006833052262663841,0.03082370012998581,1.0,"[[258, "".\n\n"", 0.01658114418387413], [249, "","", 0.007160315290093422], [231, "","", 0.006919162347912788]]"
19,0,1,0.2155554,,0.03328605368733406,0.08915608376264572,1.0,"[[237, "","", 0.00848877802491188], [254, "","", 0.008262308314442635], [249, "","", 0.00823790580034256]]"
20,0,1,0.29751363,,0.08241576701402664,0.16279786825180054,1.0,"[[258, "".\n\n"", 0.014261104166507721], [249, "","", 0.010413758456707], [254, "","", 0.009875454008579254]]"
21,0,1,0.26600143,,0.0,0.005624270066618919,1.0,"[[254, "","", 0.010684974491596222], [237, "","", 0.010649144649505615], [231, "","", 0.010116539895534515]]"
22,0,1,0.26247638,,0.0,0.0027288824785500765,1.0,"[[254, "","", 0.011064492166042328], [237, "","", 0.010599641129374504], [231, "","", 0.01058746874332428]]"
23,0,1,0.2358074,,0.07338721305131912,0.13769836723804474,1.0,"[[258, "".\n\n"", 0.008797351270914078], [254, "","", 0.008427694439888], [231, "","", 0.00836515799164772]]"
24,0,1,0.22756356,,0.03624999150633812,0.09709230065345764,1.0,"[[254, "","", 0.009506262838840485], [249, "","", 0.009164832532405853], [237, "","", 0.008669929578900337]]"
25,0,1,0.25528115,,0.03943280130624771,0.05103990063071251,1.0,"[[249, "","", 0.011917291209101677], [254, "","", 0.010438354685902596], [237, "","", 0.010044781491160393]]"
26,0,1,0.2524849,,0.020221536979079247,0.025196680799126625,1.0,"[[249, "","", 0.01274564117193222], [237, "","", 0.010630421340465546], [231, "","", 0.010155664756894112]]"
27,0,1,0.24951082,,0.011362327262759209,0.02467312105000019,1.0,"[[249, "","", 0.011333752423524857], [237, "","", 0.00985502079129219], [254, "","", 0.009580496698617935]]"
28,0,1,0.23998228,,0.0036223663482815027,0.03915175423026085,1.0,"[[249, "","", 0.009359203279018402], [237, "","", 0.00919044204056263], [254, "","", 0.00895046815276146]]"
29,0,1,0.24557611,,0.0004094862670172006,0.021425288170576096,1.0,"[[254, "","", 0.011674672365188599], [249, "","", 0.010435372591018677], [237, "","", 0.009720005095005035]]"
30,0,1,0.24115288,,0.0004665884771384299,0.008445963263511658,1.0,"[[254, "","", 0.012067180126905441], [249, "","", 0.01038365624845028], [237, "","", 0.009932462126016617]]"
31,0,1,0.25481766,,0.0010026253294199705,0.009706342592835426,1.0,"[[254, "","", 0.011995218694210052], [249, "","", 0.010390076786279678], [237, "","", 0.010084599256515503]]"
32,0,1,0.2171542,,0.010762055404484272,0.05299043282866478,1.0,"[[254, "","", 0.01001080870628357], [249, "","", 0.009988740086555481], [237, "","", 0.008212059736251831]]"
33,0,1,0.22126809,,0.03555217385292053,0.09083706140518188,1.0,"[[254, "","", 0.009543534368276596], [249, "","", 0.009417809545993805], [237, "","", 0.008356623351573944]]"
34,0,1,0.24045083,,0.00012110986426705495,0.007572027388960123,1.0,"[[254, "","", 0.01051410287618637], [249, "","", 0.009546475484967232], [237, "","", 0.008611548691987991]]"
35,0,1,0.2459454,,0.0007650058250874281,0.011199205182492733,1.0,"[[254, "","", 0.011079058051109314], [249, "","", 0.010543419048190117], [237, "","", 0.008923711255192757]]"
36,0,1,0.23740634,,0.0,0.010245623998343945,1.0,"[[254, "","", 0.010538818314671516], [249, "","", 0.009681973606348038], [237, "","", 0.00842261128127575]]"
37,0,1,0.22548419,,0.007953797467052937,0.04276200383901596,1.0,"[[254, "","", 0.010762706398963928], [249, "","", 0.010678369551897049], [237, "","", 0.008662357926368713]]"
38,0,1,0.22635715,,0.003324132412672043,0.02120097540318966,1.0,"[[254, "","", 0.010258127003908157], [249, "","", 0.010078148916363716], [237, "","", 0.008774325251579285]]"
39,0,1,0.23193456,,0.001299203489907086,0.009316995739936829,1.0,"[[254, "","", 0.010100262239575386], [249, "","", 0.01003783755004406], [231, "","", 0.00814298540353775]]"
40,0,1,0.27774328,,0.05896393209695816,0.10863979160785675,1.0,"[[258, "".\n\n"", 0.011636817827820778], [249, "","", 0.010557994246482849], [168, "","", 0.010555548593401909]]"
41,0,1,0.23561576,,0.0008573997183702886,0.03313899785280228,1.0,"[[249, "","", 0.009038887917995453], [254, "","", 0.008470678701996803], [231, "","", 0.007800333201885223]]"
42,0,1,0.22165191,,0.0011710955295711756,0.027805350720882416,1.0,"[[249, "","", 0.009741649031639099], [254, "","", 0.009466420859098434], [231, "","", 0.008580215275287628]]"
43,0,1,0.21482046,,0.01340855285525322,0.05342015251517296,1.0,"[[254, "","", 0.00913756899535656], [249, "","", 0.008555375039577484], [231, "","", 0.007612280547618866]]"
44,0,1,0.22158298,,0.00016674480866640806,0.027051318436861038,1.0,"[[254, "","", 0.009556513279676437], [231, "","", 0.008823677897453308], [249, "","", 0.008480742573738098]]"
45,0,1,0.20879698,,0.0028498985338956118,0.041273679584264755,1.0,"[[254, "","", 0.009415104985237122], [231, "","", 0.00883840024471283], [249, "","", 0.008388012647628784]]"
46,0,1,0.21383561,,0.025409743189811707,0.05361112952232361,1.0,"[[254, "","", 0.00993325188755989], [231, "","", 0.009100690484046936], [237, "","", 0.008979588747024536]]"
47,0,1,0.22089805,,0.01593470387160778,0.022213615477085114,1.0,"[[254, "","", 0.010010408237576485], [231, "","", 0.00841856375336647], [249, "","", 0.008393045514822006]]"
48,0,1,0.23954718,,0.06215159595012665,0.12089946866035461,1.0,"[[254, "","", 0.011721819639205933], [231, "","", 0.010630553588271141], [237, "","", 0.009062044322490692]]"
49,0,1,0.17775449,,0.003891877830028534,0.06785298138856888,1.0,"[[254, "","", 0.008343786001205444], [249, "","", 0.007949240505695343], [237, "","", 0.007604122161865234]]"
50,0,1,0.18907014,,0.025632917881011963,0.07473455369472504,1.0,"[[237, "","", 0.006881222128868103], [254, "","", 0.006815638393163681], [249, "","", 0.006805092096328735]]"
